PDB_ID,Entity,Score,Seq_id,E-value
1OAF,1,1.0,1.0,2.892e-173
1OAG,1,1.0,1.0,2.892e-173
1V0H,1,1.0,1.0,2.892e-173
2GHH,1,1.0,1.0,2.892e-173
2GHK,1,1.0,1.0,2.892e-173
2VCF,1,1.0,1.0,2.892e-173
5JPR,1,1.0,1.0,2.892e-173
6TAE,1,1.0,1.0,2.892e-173
6XV4,1,1.0,1.0,2.892e-173
7BI1,1,1.0,1.0,2.892e-173
2XI6,1,0.9471544715447154,1.0,3.147e-164
2XIF,1,0.9471544715447154,1.0,3.147e-164
2XIH,1,0.9471544715447154,1.0,3.147e-164
2XJ6,1,0.9471544715447154,1.0,3.147e-164
5JQR,1,0.9471544715447154,1.0,3.147e-164
9THS,1,0.9471544715447154,1.0,3.147e-164
2CL4,1,0.9939024390243902,0.996,1.918e-172
2VCS,1,0.991869918699187,0.996,6.768e-172
2GGN,1,0.9878048780487805,0.996,2.389e-171
2GHC,1,0.9878048780487805,0.996,2.389e-171
2GHD,1,0.9878048780487805,0.996,2.389e-171
2GHE,1,0.9878048780487805,0.996,2.389e-171
2VCN,1,0.9878048780487805,0.996,2.389e-171
2VNX,1,0.9878048780487805,0.996,2.389e-171
2VNZ,1,0.9878048780487805,0.996,2.389e-171
2VO2,1,0.9878048780487805,0.996,2.389e-171
2WD4,1,0.9878048780487805,0.996,2.389e-171
2Y6B,1,0.9451219512195121,0.995,8.103e-164
2Y6A,1,0.9410569105691057,0.995,2.086e-163
3ZCG,1,0.9796747967479674,0.992,7.661e-170
3ZCH,1,0.9796747967479674,0.992,5.59e-170
3ZCY,1,0.9308943089430894,0.991,1.722e-161
7S10,1,0.9349593495934959,0.987,3.561e-162
5L86,1,0.9186991869918699,0.983,1.422e-159
9KOE,1,0.9186991869918699,0.983,1.422e-159
1APX,1,0.8699186991869918,0.907,3.191e-151
8FF6,1,0.8130081300813008,0.862,2.29e-141
8FF7,1,0.8130081300813008,0.862,2.29e-141
8DJR,1,0.8089430894308943,0.854,1.107e-140
8DJS,1,0.8089430894308943,0.854,1.107e-140
8DJT,1,0.8089430894308943,0.854,1.107e-140
8DJU,1,0.8089430894308943,0.854,1.107e-140
8DJW,1,0.8089430894308943,0.854,1.107e-140
8DJX,1,0.8089430894308943,0.854,1.107e-140
1IYN,1,0.3313008130081301,0.457,3.163e-59
5AMM,1,0.2784552845528455,0.424,3.019e-50
3RIV,1,0.27439024390243905,0.42,1.443e-49
3RIW,1,0.27439024390243905,0.42,1.443e-49
4GED,1,0.27439024390243905,0.42,1.443e-49
5AL9,1,0.27235772357723576,0.42,1.973e-49
5ALA,1,0.27235772357723576,0.42,1.973e-49
7OPT,1,0.27439024390243905,0.411,1.443e-49
7OQR,1,0.266260162601626,0.406,3.294e-48
1STQ,1,0.3008130081300813,0.401,4.706e-54
1SOG,1,0.2967479674796748,0.397,2.253e-53
1JCI,1,0.2967479674796748,0.394,1.204e-53
4A71,1,0.2682926829268293,0.393,1.289e-48
2V23,1,0.266260162601626,0.393,1.762e-48
2V2E,1,0.266260162601626,0.393,1.762e-48
4A6Z,1,0.266260162601626,0.393,1.762e-48
1JDR,1,0.29065040650406504,0.39,2.017e-52
4A78,1,0.2621951219512195,0.389,8.417e-48
3E2N,1,0.2845528455284553,0.387,1.805e-51
1BEK,1,0.2540650406504065,0.385,1.918e-46
1BVA,1,0.25,0.384,1.709e-45
1KRJ,1,0.2804878048780488,0.382,8.634e-51
3E2O,1,0.2703252032520325,0.375,6.896e-49
3M23,1,0.2703252032520325,0.375,6.896e-49
3M25,1,0.2703252032520325,0.375,6.896e-49
3M26,1,0.2703252032520325,0.375,6.896e-49
3M27,1,0.2703252032520325,0.375,6.896e-49
3M28,1,0.2703252032520325,0.375,6.896e-49
3M29,1,0.2703252032520325,0.375,6.896e-49
3M2A,1,0.2703252032520325,0.375,6.896e-49
3M2B,1,0.2703252032520325,0.375,6.896e-49
3M2C,1,0.2703252032520325,0.375,6.896e-49
3M2D,1,0.2703252032520325,0.375,6.896e-49
3M2E,1,0.2703252032520325,0.375,6.896e-49
3M2F,1,0.2703252032520325,0.375,6.896e-49
3M2G,1,0.2703252032520325,0.375,6.896e-49
3M2H,1,0.2703252032520325,0.375,6.896e-49
3M2I,1,0.2703252032520325,0.375,6.896e-49
5EJT,1,0.2703252032520325,0.375,6.896e-49
5EJX,1,0.2703252032520325,0.375,6.896e-49
6H08,1,0.2784552845528455,0.373,1.615e-50
1KOK,1,0.266260162601626,0.371,3.294e-48
1S73,1,0.266260162601626,0.371,3.294e-48
1SBM,1,0.266260162601626,0.371,3.294e-48
1SDQ,1,0.266260162601626,0.371,3.294e-48
1Z53,1,0.266260162601626,0.371,3.294e-48
1ZBY,1,0.266260162601626,0.371,3.294e-48
1ZBZ,1,0.266260162601626,0.371,3.294e-48
2B0Z,1,0.266260162601626,0.371,3.294e-48
