PDB_ID,Entity,Score,Seq_id,E-value
6WUU,1,1.0,1.0,4.184e-221
6WX4,1,1.0,1.0,4.184e-221
8EUA,1,1.0,1.0,4.184e-221
9BRX,1,1.0,1.0,4.184e-221
7CMD,1,0.9935794542536116,1.0,9.782e-220
9HHG,1,0.9935794542536116,1.0,9.782e-220
9HHI,1,0.9935794542536116,1.0,9.782e-220
9Z6B,1,0.9935794542536116,1.0,9.782e-220
9Z6C,1,0.9935794542536116,1.0,9.782e-220
6XA9,1,0.9919743178170144,1.0,1.837e-219
6XAA,1,0.9919743178170144,1.0,1.837e-219
9OR4,1,0.9903691813804173,1.0,4.73e-219
6W9C,1,0.9887640449438202,1.0,8.885e-219
6WZU,1,0.9887640449438202,1.0,8.885e-219
7JIW,1,0.9887640449438202,1.0,8.885e-219
7JN2,1,0.9887640449438202,1.0,8.885e-219
7JRN,1,0.9887640449438202,1.0,8.885e-219
7KOL,1,0.9887640449438202,1.0,8.885e-219
7LBR,1,0.9887640449438202,1.0,8.885e-219
7LBS,1,0.9887640449438202,1.0,8.885e-219
7LLF,1,0.9887640449438202,1.0,8.885e-219
7LLZ,1,0.9887640449438202,1.0,8.885e-219
7LOS,1,0.9887640449438202,1.0,8.885e-219
7NFV,1,0.9887640449438202,1.0,8.885e-219
7NT4,1,0.9887640449438202,1.0,8.885e-219
7OFS,1,0.9887640449438202,1.0,8.885e-219
7OFT,1,0.9887640449438202,1.0,8.885e-219
7OFU,1,0.9887640449438202,1.0,8.885e-219
7QCG,1,0.9887640449438202,1.0,8.885e-219
7QCH,1,0.9887640449438202,1.0,8.885e-219
7QCI,1,0.9887640449438202,1.0,8.885e-219
7QCJ,1,0.9887640449438202,1.0,8.885e-219
7QCK,1,0.9887640449438202,1.0,8.885e-219
7QCM,1,0.9887640449438202,1.0,8.885e-219
7RZC,1,0.9887640449438202,1.0,8.885e-219
7SDR,1,0.9887640449438202,1.0,8.885e-219
7SGW,1,0.9887640449438202,1.0,8.885e-219
8CX9,1,0.9887640449438202,1.0,8.885e-219
8FWO,1,0.9887640449438202,1.0,8.885e-219
8G62,1,0.9887640449438202,1.0,8.885e-219
8IHO,1,0.9887640449438202,1.0,8.885e-219
8UOB,1,0.9887640449438202,1.0,8.885e-219
8UUF,1,0.9887640449438202,1.0,8.885e-219
8UUG,1,0.9887640449438202,1.0,8.885e-219
8UUH,1,0.9887640449438202,1.0,8.885e-219
8UUU,1,0.9887640449438202,1.0,8.885e-219
8UUV,1,0.9887640449438202,1.0,8.885e-219
8UUW,1,0.9887640449438202,1.0,8.885e-219
8UUY,1,0.9887640449438202,1.0,8.885e-219
8UVM,1,0.9887640449438202,1.0,8.885e-219
8Z4W,1,0.9887640449438202,1.0,8.885e-219
9BF8,1,0.9887640449438202,1.0,8.885e-219
9D2K,1,0.9887640449438202,1.0,8.885e-219
9DNU,1,0.9887640449438202,1.0,8.885e-219
9DNV,1,0.9887640449438202,1.0,8.885e-219
9DO1,1,0.9887640449438202,1.0,8.885e-219
9DO3,1,0.9887640449438202,1.0,8.885e-219
9DO5,1,0.9887640449438202,1.0,8.885e-219
9DOI,1,0.9887640449438202,1.0,8.885e-219
9Z0D,1,0.9887640449438202,1.0,8.885e-219
9VAO,1,0.985553772070626,1.0,4.296e-218
8VEC,1,0.9887640449438202,0.996,1.218e-218
7CJD,1,0.9871589085072231,0.996,2.287e-218
7D47,1,0.9871589085072231,0.996,2.287e-218
8JUX,1,0.9871589085072231,0.996,2.287e-218
9F7P,1,0.9871589085072231,0.996,2.287e-218
9F7Q,1,0.9871589085072231,0.996,2.287e-218
9F7R,1,0.9871589085072231,0.996,2.287e-218
9HHH,1,0.9871589085072231,0.996,2.287e-218
7D6H,1,0.985553772070626,0.996,4.296e-218
9M8Z,1,0.9839486356340289,0.996,1.106e-217
9M90,1,0.9839486356340289,0.996,1.106e-217
9M91,1,0.9839486356340289,0.996,1.106e-217
9M92,1,0.9839486356340289,0.996,1.106e-217
9M93,1,0.9839486356340289,0.996,1.106e-217
9M94,1,0.9839486356340289,0.996,1.106e-217
9M95,1,0.9839486356340289,0.996,1.106e-217
9M96,1,0.9839486356340289,0.996,1.106e-217
9M97,1,0.9839486356340289,0.996,1.106e-217
9M99,1,0.9839486356340289,0.996,1.106e-217
9M9A,1,0.9839486356340289,0.996,1.106e-217
9M9B,1,0.9839486356340289,0.996,1.106e-217
9M9C,1,0.9839486356340289,0.996,1.106e-217
9M9J,1,0.9839486356340289,0.996,1.106e-217
9M9K,1,0.9839486356340289,0.996,1.106e-217
9M9L,1,0.9839486356340289,0.996,1.106e-217
9MA9,1,0.9839486356340289,0.996,1.106e-217
9MAA,1,0.9839486356340289,0.996,1.106e-217
9MAB,1,0.9839486356340289,0.996,1.106e-217
9MAC,1,0.9839486356340289,0.996,1.106e-217
9MAF,1,0.9839486356340289,0.996,1.106e-217
9MAJ,1,0.9839486356340289,0.996,1.106e-217
9MAL,1,0.9839486356340289,0.996,1.106e-217
9MAM,1,0.9839486356340289,0.996,1.106e-217
6WRH,1,0.9823434991974318,0.996,2.077e-217
6XG3,1,0.9823434991974318,0.996,2.077e-217
6YVA,1,0.9823434991974318,0.996,2.077e-217
7CJM,1,0.9823434991974318,0.996,2.077e-217
7E35,1,0.9823434991974318,0.996,2.077e-217
7JIR,1,0.9823434991974318,0.996,2.077e-217
7JIT,1,0.9823434991974318,0.996,2.077e-217
7JIV,1,0.9823434991974318,0.996,2.077e-217
7KOJ,1,0.9823434991974318,0.996,2.077e-217
7KOK,1,0.9823434991974318,0.996,2.077e-217
7KRX,1,0.9823434991974318,0.996,2.077e-217
7M1Y,1,0.9823434991974318,0.996,2.077e-217
7RBR,1,0.9823434991974318,0.996,2.077e-217
7RBS,1,0.9823434991974318,0.996,2.077e-217
7SGU,1,0.9823434991974318,0.996,2.077e-217
7SGV,1,0.9823434991974318,0.996,2.077e-217
7SQE,1,0.9823434991974318,0.996,2.077e-217
7TZJ,1,0.9823434991974318,0.996,2.077e-217
8FWN,1,0.9823434991974318,0.996,2.077e-217
8X1X,1,0.9823434991974318,0.996,2.077e-217
8XTD,1,0.9823434991974318,0.996,2.077e-217
8YX2,1,0.9823434991974318,0.996,2.077e-217
8YX3,1,0.9823434991974318,0.996,2.077e-217
8YX4,1,0.9823434991974318,0.996,2.077e-217
8YX5,1,0.9823434991974318,0.996,2.077e-217
8ZSE,1,0.9823434991974318,0.996,2.077e-217
9BF7,1,0.9823434991974318,0.996,2.077e-217
9CSY,1,0.9823434991974318,0.996,2.077e-217
9CYB,1,0.9823434991974318,0.996,2.077e-217
9CYC,1,0.9823434991974318,0.996,2.077e-217
9CYD,1,0.9823434991974318,0.996,2.077e-217
9CYK,1,0.9823434991974318,0.996,2.077e-217
7YBG,1,0.9791332263242376,0.996,1.004e-216
9VWY,1,0.9791332263242376,0.996,1.004e-216
7D7K,1,0.9743178170144462,0.996,1.25e-215
7D7L,1,0.9743178170144462,0.996,1.25e-215
9U7D,1,0.9727126805778491,0.996,2.348e-215
13MI,1,0.9871589085072231,0.993,2.287e-218
13MJ,1,0.9871589085072231,0.993,2.287e-218
13MK,1,0.9871589085072231,0.993,2.287e-218
13ML,1,0.9871589085072231,0.993,2.287e-218
13MM,1,0.9871589085072231,0.993,2.287e-218
13MN,1,0.9871589085072231,0.993,2.287e-218
13MO,1,0.9871589085072231,0.993,2.287e-218
13MP,1,0.9871589085072231,0.993,2.287e-218
13MQ,1,0.9871589085072231,0.993,2.287e-218
13MR,1,0.9871589085072231,0.993,2.287e-218
13MS,1,0.9871589085072231,0.993,2.287e-218
13MT,1,0.9871589085072231,0.993,2.287e-218
13MU,1,0.9871589085072231,0.993,2.287e-218
13MV,1,0.9871589085072231,0.993,2.287e-218
13MW,1,0.9871589085072231,0.993,2.287e-218
13MX,1,0.9871589085072231,0.993,2.287e-218
13MY,1,0.9871589085072231,0.993,2.287e-218
13MZ,1,0.9871589085072231,0.993,2.287e-218
13NA,1,0.9871589085072231,0.993,2.287e-218
13NB,1,0.9871589085072231,0.993,2.287e-218
13NC,1,0.9871589085072231,0.993,2.287e-218
13ND,1,0.9871589085072231,0.993,2.287e-218
13NE,1,0.9871589085072231,0.993,2.287e-218
13NF,1,0.9871589085072231,0.993,2.287e-218
13NG,1,0.9871589085072231,0.993,2.287e-218
13NH,1,0.9871589085072231,0.993,2.287e-218
13NI,1,0.9871589085072231,0.993,2.287e-218
13NJ,1,0.9871589085072231,0.993,2.287e-218
13NK,1,0.9871589085072231,0.993,2.287e-218
13NL,1,0.9871589085072231,0.993,2.287e-218
13NM,1,0.9871589085072231,0.993,2.287e-218
13NN,1,0.9871589085072231,0.993,2.287e-218
13NO,1,0.9871589085072231,0.993,2.287e-218
13NP,1,0.9871589085072231,0.993,2.287e-218
13NQ,1,0.9871589085072231,0.993,2.287e-218
13NR,1,0.9871589085072231,0.993,2.287e-218
13NS,1,0.9871589085072231,0.993,2.287e-218
13NT,1,0.9871589085072231,0.993,2.287e-218
13NU,1,0.9871589085072231,0.993,2.287e-218
